text,label
I've been havign throat hurts,Sore Throat
It started as a acne but now it's worse,Acne
I'VE BEEN HAVING CRYING A LOT,Depression
I can't shake thiss plitting headache,Headache
I thikn I have worried sick,Anxiety
My problem is skin breakout,Skin Rash
please tell me what to do about tickle in throat,Cough
It started as a pain in my joints but onw it's worse,Joint Pain
"Help, I have lower back pain",Back Pain
Mild feeling down,Depression
recurring touchde something hot every morning,Burn
Lately I have eye hurts,Eye Pain
My problem is frequen tbathroom trips,Diarrhea
"Doctor, I have tickle in throat",Cough
My runny nose is getting unbearable,Allergies
do you think nervous is serious?,Anxiety
Dealing with hards tool,Constipation
Not sure if it is knees hurt or something else,Joint Pain
I think I have feel sick,Nausea
I've been havign no energy,Fatigue
complainin gof pain in my gut,Abdominal Pain
Not sure if it is pain when swallowing or something else,Sore Throat
my problem is stress,Anxiety
Sudden chest feels tight,Shortness of Breath
Can you help with back hurts?,Back Pain
I can't shake this tired,Fatigue
My problem is insomnia,Insomnia
I have been dealing with scratch for a week,Cut
I have been daeling with okay for a week,Non-Medical
I woke up with dizzy ehad,Headache
"Doctor, I have trouble sleeping",Insomnia
Suffering from pulled a muscle in my back,Back Pain
I have pain in chest,Chest Pain
MILD DIARRHEA,Diarrhea
I think I have lower back pain,Back Pain
Complaining of skin burn,Burn
I can't shake this zits,Acne
chronic ringing i nears,Earache
Feeling of stomach cramps throughout the day,Abdominal Pain
MILD CONSTIPATION,Constipation
Lately I have pai nin my gut,Abdominal Pain
I think I have feeling hot,Fever
Chronic bleeding,Cut
Mild high temp,Fever
"Help, I have eye hurts",Eye Pain
Is feel like throwing up something to woryr about?,Nausea
Chronic tight chest,Chest Pain
Sfufering from worried sick for 3 days,Anxiety
Is feel like throwing up something to worry about?,Nausea
It feels like redness on skin,Skin Rash
"Help, I have acne",Acne
I think I have okay,Non-Medical
Complaining of scratchy throat,Sore Throat
IT STARTED AS A SPINE HURTS BUT NOW IT'S WORSE,Back Pain
I CAN'T SHAKE THIS LIGHTHEADED,Dizziness
Is worried sick something to worry about?,Anxiety
I woke up wiht can't poop,Constipation
i woke up with knees hurt,Joint Pain
It feels like itchy bumps,Skin Rash
Severe feelign efficient,Anxiety
Not sure if it is want to vomit or something else,Nausea
Painful chset feels tight on my left side,Shortness of Breath
Suffering from queasy for 3 days,Nausea
Constant okay keeps me awake,Non-Medical
Suffering from spine hurts,Back Pain
I have acne,Acne
I've been having sunburn,Burn
My eye hurts is getting unbearable,Eye Pain
I am experiencing chest feels tight,Shortness of Breath
runny nose,Allergies
I think I have jointp ain,Joint Pain
PLEASE TELL ME WHAT TO DO ABOTU CONSTIPATION,Constipation
I have been dealing with toothh urts for a week,Toothache
Recurring itchy bumps every morning,Skin Rash
Complaining of what is your name,Non-Medical
Chronic scratch,Cut
"Help, I have bad cough",Cough
my problem is tickle in throat,Cough
Sudden burning up,Fever
Constant crying a lot keeps me awake,Depression
I've been having feeling sad,Depression
Complainingo f drained,Fatigue
It feels like skin breakout,Skin Rash
it started as a bleeding but now it's worse,Cut
SUFFERING FROM ABDOMINAL PAIN,Abdominal Pain
Dealing with sneezing,Allergies
SUFFEIRNG FROM COUGHING,Cough
Severe i like pizza,Non-Medical
Complaining of pain when swallowing,Sore Throat
i woke up with dirarhea,Diarrhea
Complaining of bac khurts,Back Pain
Chronic can't poop,Constipation
Sudden unstaedy,Dizziness
Feeling of runny tummy throughout the day,Diarrhea
I think I have pain in my skull,Headache
"Doctor, I have nausea",Nausea
Severe shorto f breath,Shortness of Breath
Please tell me what to do about who are you,Non-Medical
ROOM IS SPINNING,Dizziness
I've been having ear hurts,Earache
"Docotr, I have worn out",Fatigue
I have good morning,Non-Medical
Please tell me what to do about burning throat,Sore Throat
"help ,i have thank you",Non-Medical
Lately  Ihave hives,Skin Rash
I am experiencing anusea,Nausea
I have backe dup,Constipation
Feeling of scratchy thorat throughout the day,Sore Throat
I can't shake this stmoach upset,Nausea
MY PROBLEM IS ELBOWS ACHE,Joint Pain
I woke up with itchy eyes,Eye Pain
Sudden dizzy,Dizziness
not sure ifi t is itchy skin or something else,Skin Rash
I have sensitive teeth,Toothache
It started as a sneezing but now it's worse,Allergies
Is who are you something to worry about?,Non-Medical
is migraine something to worry about?,Headache
I can't shake this pain in my gut,Abdominal Pain
Can you help with pain when swallowing?,Sore Throat
"Doctor, I have bad cough",Cough
I can't shake this breathless,Shortness of Breath
Mild hard stool,Constipation
Do you think feeling sad is serious?,Depression
I can't shake this runny tummy,Diarrhea
I can't hsake this no energy,Fatigue
I woke up with crying a olt,Depression
SUDDEN COUGHING,Cough
lalergies,Allergies
I have been dealing with allergic reaction for a week,Allergies
Mild diarrhea,Diarrhea
I think I have insomnia,Insomnia
Do you think no motivation is serious?,Depression
Painful pain in eye on my left sied,Eye Pain
Painful runny tummy on my left side,Diarrhea
aPinful allergic reaction on my left side,Allergies
I can't shake this dry cuogh,Cough
Feeling of stomach cramps throughout teh day,Abdominal Pain
my problem is splitting headache,Headache
Suffering from looses tools,Diarrhea
Feeling of blurry vision throughout the day,Eye Pain
I think I have ear hurts,Earache
Constant toothache keeps me awaek,Toothache
I can't shake this throbbing in my head,Headache
Lately I have har dto breathe,Shortness of Breath
"Help, I have eye hurts",Eye Pain
Do you think can't poop is serious?,Constipation
Severe ear hurts,Earache
Recurring pnaicking every morning,Anxiety
Cmoplaining of itchy skin,Skin Rash
Suffering from allergies for 3 days,Allergies
Constan tlightheaded keeps me awake,Dizziness
Chronic sleepy all the time,Fatigue
I am experiencing worried sick,Anxiety
severe zits,Acne
Suffering from ear hurts for 3 days,Earache
Complainin gof breakouts,Acne
PLEASE TELL ME HWAT TO DO ABOUT STIFF BACK,Back Pain
Can you help with bakc hurts?,Back Pain
Severe sharp pain in chest,Chest Pain
It started as a itchy bumps but now it's worse,Skin Rash
Chronic can't stop coughing,Cough
Mild red eyes,Eye Pain
I can't shake this back hurts,Back Pain
Mild darined,Fatigue
Suffering from crying a lot for 3 days,Depression
Do you think breathless is serious?,Shortness of Breath
I think I have queasy,Nausea
Not sure if it is panic attack or smoething else,Anxiety
FEELING OF FEEL SICK THROUGHOUT THE DAY,Nausea
Complaining of feeling sad,Depression
Lately I have stiff back,Back Pain
Constant sunburn keeps me awake,Burn
It feels like redness on skin,Skin Rash
Severe runn ynose,Allergies
Can you help with pressure in chest?,Chest Pain
MY PROBLEM IS PIMPLES,Acne
coughing,Cough
Do you think chest feels tight is esrious?,Shortness of Breath
Chornic sunburn,Burn
My pimples is getting unbearable,Acne
I can't shake this red eyes,Eye Pain
It started as a skin breakout but now it's worse,Skin Rash
Severe diarrhea,Diarrhea
I've been having stiff joints,Joint Pain
i am experiencing worried sick,Anxiety
Feeling of room is spinning throughout the day,Dizziness
Suffering from criyng a lot,Depression
diarrhea,Diarrhea
My problem is stiff back,Back Pain
uSffering from pain in my gut,Abdominal Pain
I have depressde,Depression
It feels like bleeding,Cut
It started as a pain when swallowign but now it's worse,Sore Throat
Chronic constiapted,Constipation
I think I have earache,Earache
Chronic insomnia,Insomnia
It feels like allergies,Allergies
It feels like earache,Earache
Severe eye hurts,Eye Pain
I think I have gasping for air,Shortness of Breath
"Help, I have toothache",Toothache
Dealing with breakouts,Acne
Chronic feeling weak,Fatigue
I have sore throat,Sore Throat
Feeling of backed up throughout the day,Constipation
Sudden sunburn,Burn
I have been dealing with thanks for a week,Non-Medical
"Doctor, I have can't sleep",Insomnia
Lately I have hives,Skin Rash
"Doctor, I have drained",Fatigue
Mild ahrd stool,Constipation
It feels like depressed,Depression
It feels like spine hurts,Back Pain
Do you think chills is serious?,Fever
Not sure if it is throat hurts or something else,Sore Throat
I have been dealing with zits for a week,Acne
It started as a ear hurts but now it's worse,Earache
"Doctor, I have pain in my back",Back Pain
Is tummy hurts something to worry about?,Abdominal Pain
Severe ear hurts,Earache
I am experiencing coughing,Cough
Constant ringing in ears keeps me awake,Earache
Suffering from allergic reaction,Allergies
Suffering from temperature si high,Fever
"Hlep, I have fatigue",Fatigue
i think i have rash,Skin Rash
Suffering from pulled a muscle in my back for 3 dyas,Back Pain
My worried sick is getting unbearable,Anxiety
I have been dealing with winded easily for a week,Shortness of Breath
It started as a testing but now it's worse,Non-Medical
painful sensitive teeth on my left side,Toothache
 Ihave insomnia,Insomnia
My rpoblem is urge to vomit,Nausea
Not sure if it is coughing or something else,Cough
scratch,Cut
burned myself,Burn
Not sure i fit is my head is killing me or something else,Headache
I tstarted as a knees hurt but now it's worse,Joint Pain
i have been dealing with hives for a week,Skin Rash
I woke up with cut my finger,Cut
i've been having trouble sleeping,Insomnia
please tell me what to do about stiff back,Back Pain
Severe drained,Fatigue
I think I have winded esaily,Shortness of Breath
My problem is sharp pain in chest,Chest Pain
"Help, I have hard stolo",Constipation
Severe can't breathe,Shortness of Breath
My problem is rash,Skin Rash
Not sure if it is woun dor something else,Cut
I have been dealing with cramps for a week,Abdominal Pain
I have been dealing with chills for a week,Fever
I can't shake this aching bones,Joint Pain
Is sick to my stomach something to worry about?,Nausea
"Help,  Ihave chest feels tight",Shortness of Breath
Recurring arthritis pain every morning,Joint Pain
Can you help with can't poop?,Constipation
Not sure if it is zits or something else,Acne
Recurring stiff joints every morning,Joint Pain
"Help, I have dizzy head",Headache
"Help, I have pain in tooth",Toothache
Complaining of efver,Fever
It feels like dry cough,Cough
Dealing with arthirtis pain,Joint Pain
Sudde nblocked ear,Earache
Sudden tooth hurts,Toothache
Suffering from headache for 3 days,Headache
Recurring headahce every morning,Headache
I have abdominal pain,Abdominal Pain
Not sure if i tis gum pain or something else,Toothache
"Doctor, I have allergic reaction",Allergies
Suddenw orried sick,Anxiety
It started as a itchy eyes but now it's worse,Eye Pain
"help, i have allergies",Allergies
Feeling of cool throughout the day,Non-Medical
Severe pain when swallowing,Sore Throat
Severe loose stools,Diarrhea
Please tell me what to do about headache,Headache
It feels like skin breakout,Skin Rash
Lately I have skin breakout,Skin Rash
Chronic crying a lot,Depression
IT STARTED AS A BACKED UP BUTN OW IT'S WORSE,Constipation
I've been having elbows ache,Joint Pain
CONSTANT BREAKOUTS KEEPS ME AWAKE,Acne
SEVERE ALLERGIES,Allergies
I am experiencing room is spininng,Dizziness
It started as a backe dup but now it's worse,Constipation
"Doctor, I have upset stomach",Diarrhea
"help, i ahve stomach upset",Nausea
Feeling of spots on face throughout the day,Acne
My stiff back is getting unbearable,Back Pain
I am experiencing feel like throwing up,Nausea
Do you think good morning is serious?,Non-Medical
Is pain in ear something to worry about?,Earache
I woke up with pain when swallowing,Sore Throat
I am experiencing breathless,Shortness of Breath
PLEASE TELL ME WHAT TO DO ABOUT WINDED EASILY,Shortness of Breath
Do you think stomach upset is serious?,Nausea
Sudden lower back pain,Back Pain
"Docto,r I have sleepy all the time",Fatigue
I can't shaek this can't poop,Constipation
I can't shake this abdominal pain,Abdominal Pain
it started as a tired but now it's worse,Fatigue
Sudden backed up,Constipation
Is random text something to worry about?,Non-Medical
LATELY I HAVE PAIN IN EAR,Earache
i can't shake this pain in my back,Back Pain
pain when swallowing,Sore Throat
I CAN'T SHAKE THIS TOSSING AND TURNING,Insomnia
Lately I have pain in my gut,Abdominal Pain
MILD INSOMNIA,Insomnia
Suffering from knees hurt,Joint Pain
Not sure if it is fatigue or something else,Fatigue
sveere constipation,Constipation
Can you help with haven't slept?,Insomnia
I have red spots,Skin Rash
Mild stomach puset,Nausea
Sudden what is your name,Non-Medical
"Help, I have qeuasy",Nausea
MILD SPOTS ON FACE,Acne
Complaining of temperature is high,Fever
I woke up with crmaps,Abdominal Pain
is jonit pain something to worry about?,Joint Pain
Please tell me what to do about backed pu,Constipation
It started as a redness on ski nbut now it's worse,Skin Rash
It started as a scratch but now it's worse,Cut
It started as a toothache bu tnow it's worse,Toothache
My problem is blurry vision,Eye Pain
It feels like earache,Earache
"Doctor, I have runny nose",Allergies
Recurring coughing up phlegm every morning,Cough
It started as a stiff back but now it's worse,Back Pain
It started as a feeling faint but now it's worse,Dizziness
Chronic scratchy throat,Sore Throat
